student_id,weak_kcs,n_weak,weakest_5
user10287,,0,geometry;Interval DP;Connected Components;graphs;shortest paths
user10307,Max Flow;flows;geometry;graph matchings,4,Polygon Area;geometry;Distance Between Points;graph matchings;Max Flow
user10314,,0,geometry;Topological Sort;graphs;2D DP;Binary Search on Answer
user10357,geometry,1,Line Intersection;geometry;Distance Between Points;2D DP;Connected Components
user1037,,0,geometry;flows;Max Flow;graph matchings;Expected Value
user10371,,0,dsu;trees;graphs;Binary Search on Array;binary search
user10373,,0,geometry;dsu;graphs;Graph Representation;interactive
user10381,,0,flows;graph matchings;Priority Queue;Bipartite Graph Check;Dijkstra
user10383,,0,flows;graph matchings;graphs;2-sat;geometry
user10384,,0,geometry;Distance Between Points;Cycle Detection;Strongly Connected Components;2D DP
user10403,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Expected Value;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;dp;games;greedy;implementation;math;number theory;probabilities;sortings;trees;two pointers,21,brute force;probabilities;bitmasks;games;greedy
user10411,Bipartite Graph Check;geometry,2,graph matchings;Orientation Test;geometry;Bipartite Graph Check;Strongly Connected Components
user10421,,0,Priority Queue;dsu;graphs;Hash Map;geometry
user10423,,0,dp;hashing;Combinations;binary search;combinatorics
user10426,Distance Between Points;flows;geometry;graph matchings,4,graph matchings;geometry;flows;Distance Between Points;Bipartite Graph Check
user10428,Activity Selection;Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Greedy Sorting;Prime Sieve;Simulation;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;games;graphs;greedy;implementation;math;number theory;probabilities;shortest paths;sortings;ternary search;trees;two pointers,27,brute force;implementation;binary search;greedy;bitmasks
user10442,,0,Strongly Connected Components;2D DP;Topological Sort;graphs;dsu
user10464,Brute Force Enumeration;Lowest Common Ancestor;Monotonic Stack;Multiset;Simulation;Tree DFS;bitmasks;brute force;constructive algorithms;data structures;dsu;implementation;trees,13,trees;constructive algorithms;interactive;Simulation;brute force
user10468,geometry,1,geometry;Convex Hull;Orientation Test;Multiset;Ordered Set
user10484,Bitmask Enumeration;Difference Array;Monotonic Stack;Priority Queue;Stack;dsu,6,dsu;Monotonic Stack;Priority Queue;Difference Array;Stack
user10493,Convex Hull;Max Flow;geometry;graph matchings,4,Min Cut;Orientation Test;Polygon Area;geometry;Convex Hull
user10504,Distance Between Points;Line Intersection;geometry,3,Line Intersection;Polygon Area;geometry;Distance Between Points;2D DP
user1051,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Fast Exponentiation;Fenwick Tree;binary search;bitmasks;games;greedy;math;number theory;two pointers,12,Bitmask Enumeration;bitmasks;binary search;math;Fast Exponentiation
user10512,Difference Array;Monotonic Stack;Stack;dsu;math;number theory,6,dsu;Difference Array;number theory;Stack;Queue
user10526,geometry;graph matchings,2,Polygon Area;geometry;flows;graph matchings;Distance Between Points
user10534,geometry,1,geometry;Polygon Area;Distance Between Points;Interval DP;Knapsack
user10539,Min Cut;geometry,2,Min Cut;geometry;graph matchings;flows;2-sat
user10560,trees,1,trees;binary search;divide and conquer;data structures;two pointers
user10563,Max Flow;Orientation Test;geometry;graph matchings,4,Orientation Test;geometry;graph matchings;Max Flow;flows
user10569,flows;graph matchings,2,Max Flow;flows;graph matchings;shortest paths;Dijkstra
user10571,geometry,1,Polygon Area;geometry;Distance Between Points;2-sat;Bipartite Graph Check
user10578,Distance Between Points;geometry,2,geometry;Polygon Area;Distance Between Points;graph matchings;Bipartite Graph Check
user10589,Tree DP;brute force;dp;trees,4,divide and conquer;dp;brute force;trees;Tree DP
user10604,geometry,1,geometry;Polygon Area;Ordered Set;Multiset;Hash Map
user10608,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;games;greedy;implementation;math;number theory;sortings;ternary search;trees;two pointers,18,binary search;bitmasks;two pointers;brute force;data structures
user10624,Bitmask Enumeration;Brute Force Enumeration;Monotonic Stack;Prefix Sum;Simulation;Stack;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;games;graphs;greedy;implementation;math;number theory;shortest paths;trees;two pointers,22,brute force;number theory;math;implementation;games
user10631,Max Flow;geometry;graph matchings,3,Orientation Test;graph matchings;geometry;Max Flow;Distance Between Points
user10632,,0,flows;geometry;graphs;Binary Search on Answer;trees
user10639,,0,Max Flow;flows;shortest paths;dsu;graphs
user10641,,0,Max Flow;graph matchings;flows;geometry;Polygon Area
user10653,1D DP;Bitmask Enumeration;Combinations;Longest Increasing Subsequence;bitmasks;brute force;dp;trees,8,Bitmask Enumeration;bitmasks;Longest Increasing Subsequence;dp;Knapsack
user1066,geometry,1,geometry;Distance Between Points;Binary Lifting;Lazy Segment Tree;Knapsack
user10660,DFS;Graph Representation;divide and conquer;graphs;shortest paths,5,shortest paths;graphs;divide and conquer;DFS;Graph Representation
user1067,,0,flows;hashing;Binary Lifting;Max Flow;trees
user10682,Binary Search on Answer;Binary Search on Array;Greedy Sorting;binary search;bitmasks;brute force;data structures;divide and conquer;geometry;graphs;greedy;implementation;sortings;trees;two pointers,15,binary search;two pointers;greedy;brute force;sortings
user10684,ternary search,1,ternary search;games;Binary Search on Answer;binary search;bitmasks
user10687,geometry,1,geometry;Dijkstra;shortest paths;Interval DP;Edit Distance
user10688,,0,graph matchings;Max Flow;ternary search;Bipartite Graph Check;flows
user10693,1D DP;Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;Digit DP;Fenwick Tree;Segment Tree;bitmasks;brute force;data structures;divide and conquer;dp,12,brute force;dp;Bitmask DP;bitmasks;data structures
user10694,Divisors;Modular Arithmetic;Prefix Sum;Prime Factorization;Prime Sieve;Priority Queue;dsu;interactive;number theory,9,Prime Factorization;Divisors;Difference Array;number theory;Modular Arithmetic
user10696,flows,1,geometry;flows;2D DP;Priority Queue;Knapsack
user10697,,0,flows;geometry;Polygon Area;Distance Between Points;Interval DP
user1070,graph matchings,1,Line Intersection;graph matchings;Max Flow;geometry;Bipartite Graph Check
user10702,,0,hashing;geometry;Polygon Area;Hash Map;graphs
user10706,,0,Bipartite Graph Check;shortest paths;Dijkstra;graphs;Line Intersection
user1075,Max Flow;Orientation Test;geometry,3,Max Flow;Orientation Test;graph matchings;geometry;Polygon Area
user10753,Activity Selection;Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Coordinate Compression;Custom Comparator Sorting;Fenwick Tree;Greedy Sorting;Hash Map;Ordered Set;Priority Queue;Queue;Sliding Window;Two Pointers on Sorted Array;binary search;bitmasks;brute force;data structures;divide and conquer;dsu;flows;graphs;greedy;implementation;shortest paths;sortings;string suffix structures;ternary search;trees;two pointers,30,two pointers;binary search;greedy;Fenwick Tree;sortings
user10767,,0,graphs;trees;Tree DFS;binary search;data structures
user1077,graph matchings,1,graph matchings;flows;Line Intersection;Orientation Test;geometry
user1080,geometry,1,geometry;Expected Value;Distance Between Points;graph matchings;Combinations
user10805,,0,trees;ternary search;Tree DFS;dsu;Binary Search on Answer
user10806,,0,interactive;constructive algorithms;Simulation;trees;graphs
user10811,Distance Between Points;geometry,2,geometry;Distance Between Points;graph matchings;Interval DP;2D DP
user10819,flows;graph matchings,2,graph matchings;geometry;Max Flow;Distance Between Points;flows
user1082,Convex Hull;Max Flow;geometry;graph matchings,4,Line Intersection;geometry;Polygon Area;Convex Hull;graph matchings
user10845,flows;geometry;graph matchings,3,graph matchings;geometry;flows;Distance Between Points;Priority Queue
user10851,Binary Search on Array;binary search;bitmasks;brute force;data structures;divide and conquer;dp;graphs;greedy;shortest paths;trees;two pointers,12,divide and conquer;brute force;binary search;bitmasks;two pointers
user10868,,0,Hash Map;graphs;dsu;Combinations;Coordinate Compression
user10870,Convex Hull;Line Intersection;geometry,3,Line Intersection;geometry;Distance Between Points;Convex Hull;graph matchings
user10881,,0,graphs;trees;binary search;dp;dsu
user1089,BFS;Difference Array;Prefix Sum;Priority Queue;data structures;divide and conquer;dsu;graphs;shortest paths,9,Priority Queue;shortest paths;dsu;BFS;Stack
user10899,,0,flows;ternary search;shortest paths;trees;Tree DFS
user10902,Distance Between Points;Max Flow;geometry;graph matchings,4,geometry;Max Flow;graph matchings;Distance Between Points;Priority Queue
user10913,Priority Queue;Stack;Tree DFS;data structures;divide and conquer;dsu;shortest paths;trees;two pointers,9,dsu;Priority Queue;data structures;Stack;trees
user10915,,0,geometry;Convex Hull;Distance Between Points;graph matchings;Interval DP
user10919,Max Flow;geometry,2,Max Flow;geometry;flows;Polygon Area;Priority Queue
user10922,geometry;graph matchings,2,geometry;Convex Hull;graph matchings;Max Flow;flows
user10946,Tree DFS;trees,2,trees;Tree DFS;ternary search;data structures;Tree DP
user10947,,0,Edit Distance;2D DP;Cycle Detection;Binary Lifting;Knapsack
user1095,geometry,1,flows;geometry;Polygon Area;Distance Between Points;Priority Queue
user10955,2D DP;dp,2,2D DP;dp;DP on DAG;geometry;Polygon Area
user10961,geometry;graph matchings,2,Line Intersection;geometry;Max Flow;graph matchings;Distance Between Points
user10982,Max Flow;geometry,2,Polygon Area;geometry;Distance Between Points;Max Flow;flows
user10998,,0,flows;Max Flow;graph matchings;Ordered Set;graphs
user11003,,0,geometry;Hash Map;flows;hashing;ternary search
user11020,,0,geometry;Distance Between Points;Interval DP;graph matchings;flows
user11030,Binary Search on Array;Bitmask Enumeration;Meet-in-the-middle;binary search;bitmasks;brute force;combinatorics;constructive algorithms;dp;games;geometry;greedy;implementation;math;sortings;trees;two pointers,17,brute force;greedy;bitmasks;games;divide and conquer
user11062,,0,flows;graph matchings;geometry;Priority Queue;shortest paths
user1108,geometry,1,flows;geometry;dsu;graphs;Connected Components
user11089,,0,ternary search;graph matchings;Divisors;Binary Search on Answer;number theory
user11110,,0,Max Flow;flows;graph matchings;Ordered Set;Hash Map
user11137,,0,Hash Map;dsu;Interval DP;geometry;hashing
user11138,Combinations;combinatorics;games;math;number theory;probabilities,6,number theory;combinatorics;Permutations;Prime Factorization;math
user11139,,0,geometry;Max Flow;flows;Dijkstra;Interval DP
user11149,bitmasks;brute force,2,brute force;bitmasks;binary search;number theory;ternary search
user11153,Tree DFS;Tree DP;brute force;data structures;divide and conquer;dp;graphs;shortest paths;trees,9,trees;divide and conquer;Tree Diameter;Tree DFS;Lowest Common Ancestor
user11154,,0,graph matchings;geometry;flows;2D DP;Priority Queue
user11164,,0,ternary search;Binary Lifting;Multiset;Max Flow;Ordered Set
user1118,Modular Combinations;Permutations;combinatorics;dsu;number theory,5,number theory;chinese remainder theorem;Difference Array;dsu;Permutations
user11185,Bitmask Enumeration;Combinations;Expected Value;Modular Combinations;Prime Factorization;Simulation;bitmasks;brute force;chinese remainder theorem;combinatorics;constructive algorithms;games;hashing;interactive;math;number theory;probabilities;strings,18,combinatorics;games;probabilities;Expected Value;Permutations
user11188,geometry,1,geometry;Polygon Area;Distance Between Points;Ordered Set;Multiset
user11189,Distance Between Points;Orientation Test;geometry;graph matchings,4,Orientation Test;Polygon Area;geometry;Convex Hull;Distance Between Points
user11192,Bitmask Enumeration;Brute Force Enumeration;bitmasks;brute force;data structures;divide and conquer;dp;games;graphs;implementation;math;number theory;shortest paths;trees;two pointers,15,brute force;bitmasks;implementation;divide and conquer;Bitmask Enumeration
user11199,,0,Connected Components;graphs;Graph Representation;Binary Search on Array;Tree DP
user112,geometry,1,geometry;graph matchings;flows;Binary Lifting;Interval DP
user1120,,0,trees;dp;graphs;Binary Search on Answer;dsu
user11215,Max Flow;flows;graph matchings,3,Max Flow;graph matchings;flows;Priority Queue;geometry
user11218,,0,Orientation Test;geometry;Bipartite Graph Check;2D DP;Knapsack
user11225,,0,flows;geometry;Distance Between Points;Priority Queue;Hash Map
user1124,geometry,1,geometry;Convex Hull;graph matchings;2-sat;ternary search
user11249,,0,ternary search;dsu;Priority Queue;Max Flow;Monotonic Stack
user11250,geometry;graph matchings,2,Polygon Area;geometry;graph matchings;Max Flow;flows
user11253,,0,ternary search;Ordered Set;Binary Search on Answer;Binary Lifting;Hash Map
user11267,Convex Hull;Distance Between Points;Max Flow;Orientation Test;geometry;graph matchings,6,Min Cut;Line Intersection;Orientation Test;Polygon Area;geometry
user11268,,0,graph matchings;flows;Interval DP;2D DP;Hash Map
user1128,Line Intersection;Max Flow;flows;geometry;graph matchings,5,graph matchings;Max Flow;Line Intersection;flows;geometry
user11287,Max Flow;Min Cut;flows;graph matchings,4,Min Cut;Max Flow;graph matchings;Line Intersection;flows
user1129,flows;geometry,2,Polygon Area;geometry;Distance Between Points;flows;Bipartite Graph Check
user11301,,0,flows;2D DP;trees;Tree DP;interactive
user11305,Binary Search on Array;Bitmask Enumeration;Fast Exponentiation;Ordered Set;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;games;geometry;graphs;greedy;implementation;math;number theory;probabilities;shortest paths;sortings;trees;two pointers,22,trees;brute force;games;bitmasks;two pointers
user11312,geometry,1,Orientation Test;geometry;Distance Between Points;graph matchings;Priority Queue
user11313,,0,geometry;dsu;Interval DP;ternary search;shortest paths
user11319,Max Flow;Orientation Test;flows;geometry;graph matchings,5,Orientation Test;geometry;graph matchings;Max Flow;flows
user11338,flows;geometry;graph matchings,3,Polygon Area;geometry;graph matchings;Distance Between Points;flows
user1134,Tree DP;bitmasks;brute force;divide and conquer;dp;shortest paths;trees,7,trees;divide and conquer;dp;Meet-in-the-middle;bitmasks
user1136,,0,graphs;dsu;trees;DFS;Interval DP
user11371,,0,Dijkstra;Connected Components;shortest paths;String Hashing;hashing
user11382,Distance Between Points;flows;geometry;graph matchings,4,Min Cut;geometry;Distance Between Points;graph matchings;flows
user11397,,0,graphs;trees;bitmasks;Bitmask Enumeration;brute force
user11411,,0,geometry;Max Flow;flows;Hash Map;Multiset
user11418,Orientation Test;geometry;graph matchings,3,Orientation Test;graph matchings;geometry;Distance Between Points;flows
user11423,,0,graph matchings;geometry;flows;Polygon Area;Distance Between Points
user11427,BFS;Connected Components;DFS;Dijkstra;Strongly Connected Components;Topological Sort;Tree DFS;brute force;data structures;divide and conquer;dp;graphs;shortest paths;trees,14,graphs;shortest paths;divide and conquer;DFS;trees
user11446,,0,graphs;dsu;trees;binary search;Binary Search on Array
user1145,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Fenwick Tree;binary search;bitmasks;brute force;data structures;greedy;sortings;two pointers,11,binary search;two pointers;data structures;Fenwick Tree;Binary Search on Array
user11469,Bitmask Enumeration;Brute Force Enumeration;DFS;Tree DFS;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;games;graphs;greedy;implementation;math;number theory;probabilities;shortest paths;trees;two pointers,22,trees;divide and conquer;brute force;graphs;implementation
user11476,Binary Search on Array;Bitmask Enumeration;Convex Hull;Distance Between Points;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;games;geometry;greedy;math;number theory;sortings;trees;two pointers,18,geometry;Distance Between Points;two pointers;Convex Hull;sortings
user11485,Max Flow;flows;geometry;graph matchings,4,Min Cut;graph matchings;Orientation Test;Max Flow;geometry
user11488,Convex Hull;geometry,2,geometry;Convex Hull;graph matchings;flows;Interval DP
user1149,,0,flows;graph matchings;geometry;Binary Lifting;Bipartite Graph Check
user11507,,0,trees;ternary search;Priority Queue;graphs;dsu
user11510,,0,graph matchings;flows;Interval DP;Tree DFS;Tree DP
user11523,flows;geometry;graph matchings,3,Polygon Area;geometry;graph matchings;Max Flow;flows
user11526,Simulation;binary search;brute force;constructive algorithms;data structures;greedy;implementation;sortings;two pointers,9,two pointers;binary search;data structures;greedy;sortings
user11534,,0,hashing;graphs;shortest paths;1D DP;Binary Search on Array
user11536,,0,geometry;Max Flow;graph matchings;flows;Strongly Connected Components
user11552,shortest paths,1,shortest paths;graphs;divide and conquer;trees;dsu
user11574,Binary Lifting;bitmasks;brute force;data structures;dp;graphs;trees,7,brute force;bitmasks;trees;data structures;graphs
user11589,,0,Knapsack;Connected Components;DFS;dsu;ternary search
user11593,,0,Bitmask DP;2D DP;bitmasks;dp;Knapsack
user11596,flows;graph matchings,2,graph matchings;flows;Line Intersection;Orientation Test;Bipartite Graph Check
user11598,,0,2D DP;DFS;Tree DP;graphs;hashing
user11601,Bitmask DP;Tree DP;dp,3,dp;Bitmask DP;Tree DP;Interval DP;2D DP
user11628,Bipartite Graph Check;Connected Components;DFS;Distance Between Points;Strongly Connected Components;Topological Sort;flows;geometry;graph matchings,9,Min Cut;graph matchings;Max Flow;Line Intersection;flows
user11638,,0,graphs;Modular Combinations;Hash Map;Custom Comparator Sorting;Greedy Sorting
user11639,,0,graph matchings;Interval DP;trees;graphs;dsu
user11642,,0,graphs;trees;Priority Queue;Binary Search on Answer;dsu
user11646,Line Intersection;geometry,2,Line Intersection;geometry;Max Flow;graph matchings;flows
user1165,,0,ternary search;Fenwick Tree;data structures;Binary Search on Answer;dsu
user11661,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Fast Exponentiation;Permutations;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;games;greedy;math;number theory;probabilities;sortings;string suffix structures;trees;two pointers,20,binary search;games;two pointers;brute force;bitmasks
user11665,geometry,1,flows;geometry;Priority Queue;shortest paths;graphs
user11673,Binary Search on Answer;Binary Search on Array;Custom Comparator Sorting;Fenwick Tree;Greedy Sorting;Two Pointers on Sorted Array;binary search;data structures;geometry;greedy;sortings;trees;two pointers,13,Fenwick Tree;two pointers;sortings;Two Pointers on Sorted Array;Sliding Window
user11684,geometry,1,geometry;Max Flow;graph matchings;flows;Bipartite Graph Check
user11685,,0,geometry;Orientation Test;Hash Map;graph matchings;2D DP
user11694,,0,flows;graph matchings;shortest paths;ternary search;graphs
user11703,,0,dsu;graphs;2D DP;Tree DP;trees
user11706,,0,Ordered Set;Max Flow;geometry;flows;Sqrt Decomposition
user11716,Distance Between Points;flows;geometry;graph matchings,4,Polygon Area;geometry;Distance Between Points;graph matchings;flows
user11717,Hash Map;data structures;two pointers,3,data structures;Hash Map;two pointers;Ordered Set;trees
user1172,BFS;Graph Representation;graphs;shortest paths;trees,5,DFS;graphs;Connected Components;shortest paths;BFS
user11721,Distance Between Points;Line Intersection;Max Flow;flows;geometry;graph matchings,6,Line Intersection;geometry;Distance Between Points;Max Flow;graph matchings
user11731,Binary Lifting;Bitmask Enumeration;Prime Factorization;Sparse Table;bitmasks;brute force;data structures;math;number theory;trees,10,number theory;trees;data structures;Sparse Table;bitmasks
user11732,,0,Max Flow;graph matchings;flows;Bipartite Graph Check;2-sat
user11735,BFS;Binary Search on Array;DFS;Graph Representation;binary search;bitmasks;brute force;data structures;divide and conquer;dp;flows;graphs;greedy;implementation;shortest paths;trees;two pointers,17,divide and conquer;graphs;shortest paths;brute force;trees
user11737,,0,shortest paths;dsu;graphs;ternary search;DFS
user11745,,0,shortest paths;trees;graphs;Binary Search on Answer;dsu
user11750,,0,Binary Lifting;Hash Map;graphs;trees;data structures
user11761,Max Flow;Orientation Test;flows;geometry;graph matchings,5,Orientation Test;geometry;Convex Hull;graph matchings;Max Flow
user11764,Binary Search on Array;binary search;brute force;combinatorics;data structures;dp;graphs;greedy;implementation;math;number theory;sortings;two pointers,13,brute force;bitmasks;binary search;two pointers;greedy
user11766,Max Flow;flows;geometry;graph matchings,4,Polygon Area;geometry;graph matchings;Max Flow;flows
user11771,2-sat;Max Flow;flows;geometry;graph matchings,5,Polygon Area;geometry;graph matchings;Max Flow;flows
user1181,flows;geometry,2,geometry;flows;graph matchings;Dijkstra;Shortest Path in DAG
user11869,geometry,1,geometry;Max Flow;flows;Interval DP;2D DP
user11875,Binary Search on Answer;Brute Force Enumeration;Greedy Sorting;Simulation;binary search;constructive algorithms;data structures;divide and conquer;dsu;greedy;hashing;implementation;strings;trees;two pointers,15,binary search;constructive algorithms;Binary Search on Answer;greedy;divide and conquer
user11885,Distance Between Points;geometry,2,geometry;Distance Between Points;Interval DP;2D DP;Binary Lifting
user1189,Binary Search on Answer;Greedy Sorting;binary search;brute force;constructive algorithms;data structures;divide and conquer;graphs;greedy;implementation;shortest paths;sortings;trees,13,binary search;trees;greedy;divide and conquer;graphs
user11891,flows;geometry;graph matchings,3,Min Cut;Polygon Area;geometry;graph matchings;flows
user11908,,0,Tree DFS;trees;Hash Map;graphs;dp
user11917,2-sat;Floyd-Warshall;flows;graphs;shortest paths,5,Max Flow;flows;graphs;shortest paths;2-sat
user11918,2-sat;Bipartite Graph Check;Convex Hull;Distance Between Points;Line Intersection;Max Flow;Orientation Test;Polygon Area;Priority Queue;flows;geometry;graph matchings,12,Line Intersection;Orientation Test;Polygon Area;Distance Between Points;geometry
user11947,data structures;dp;graphs;trees,4,trees;data structures;graphs;dp;brute force
user1198,Line Intersection;Orientation Test;geometry,3,Line Intersection;Orientation Test;geometry;Polygon Area;Convex Hull
user11989,geometry,1,geometry;Distance Between Points;2D DP;Hash Map;dsu
user12014,,0,geometry;Binary Lifting;flows;trees;Max Flow
user12015,,0,dp;data structures;bitmasks;Bitmask Enumeration;1D DP
user12018,Binary Lifting;Brute Force Enumeration;Dijkstra;Fenwick Tree;Graph Representation;Hash Map;Priority Queue;Segment Tree;Sparse Table;Stack;Tree DFS;data structures;divide and conquer;dsu;flows;geometry;graphs;greedy;shortest paths;sortings;trees;two pointers,22,Fenwick Tree;shortest paths;two pointers;data structures;graphs
user12032,binary search;divide and conquer;shortest paths;trees,4,trees;divide and conquer;binary search;shortest paths;ternary search
user12047,,0,shortest paths;dsu;trees;binary search;graphs
user12062,Bitmask DP;Brute Force Enumeration;Difference Array;Hash Map;Prefix Sum;Priority Queue;Recursion;Simulation;Stack;State Simulation;String Matching;Suffix Automaton;Tree DP;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;hashing;implementation;interactive;string suffix structures;strings;trees,26,interactive;constructive algorithms;Simulation;dsu;Prefix Sum
user12089,,0,Polygon Area;geometry;graph matchings;Max Flow;flows
user12107,,0,geometry;Distance Between Points;Interval DP;Priority Queue;2D DP
user12110,,0,binary search;two pointers;Binary Search on Array;Binary Search on Answer;trees
user12119,Meet-in-the-middle;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;divide and conquer;dp;trees,9,trees;divide and conquer;brute force;Tree DFS;Meet-in-the-middle
user12135,,0,geometry;flows;Priority Queue;Dijkstra;Strongly Connected Components
user12142,Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;Connected Components;Meet-in-the-middle;Topological Sort;Tree DFS;Tree DP;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;fft;flows;graphs;greedy;implementation;shortest paths;trees,21,divide and conquer;trees;fft;Meet-in-the-middle;dp
user12148,flows;graph matchings,2,graph matchings;flows;geometry;Orientation Test;Polygon Area
user12153,,0,geometry;shortest paths;Polygon Area;graphs;Tree DFS
user12163,Max Flow;flows;geometry;graph matchings,4,geometry;Distance Between Points;Max Flow;flows;graph matchings
user12180,Bitmask DP;bitmasks;brute force;data structures;dp,5,dp;brute force;bitmasks;Bitmask DP;data structures
user12183,,0,geometry;Distance Between Points;2D DP;Binary Lifting;Knapsack
user12184,,0,graph matchings;shortest paths;graphs;DFS;trees
user12198,Brute Force Enumeration;brute force;constructive algorithms;data structures;divide and conquer;greedy;two pointers,7,brute force;data structures;two pointers;constructive algorithms;divide and conquer
user12215,Distance Between Points;geometry,2,Line Intersection;Polygon Area;geometry;Distance Between Points;Bipartite Graph Check
user12216,,0,shortest paths;graphs;dsu;trees;Binary Search on Answer
user12226,,0,binary search;Binary Search on Answer;brute force;bitmasks;games
user12228,Hash Map;Ordered Set;Priority Queue;Stack;bitmasks;data structures;dsu;math;number theory,9,dsu;Priority Queue;Stack;Bitmask Enumeration;data structures
user12231,,0,ternary search;flows;Tree DFS;Topological Sort;2D DP
user12246,,0,geometry;shortest paths;graphs;Distance Between Points;Tree DFS
user12255,Brute Force Enumeration;Hash Map;Priority Queue;Simulation;Tree DFS;Tree DP;Two Pointers on Sorted Array;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;graphs;greedy;implementation;trees;two pointers,18,shortest paths;flows;graphs;divide and conquer;Max Flow
user12264,brute force;divide and conquer,2,brute force;divide and conquer;two pointers;binary search;dp
user12266,,0,geometry;Bitmask Enumeration;bitmasks;Line Intersection;Polygon Area
user12277,,0,geometry;Distance Between Points;graphs;Hash Map;Binary Search on Array
user12289,geometry,1,geometry;Distance Between Points;flows;2-sat;Strongly Connected Components
user1229,Distance Between Points;flows;geometry;graph matchings,4,graph matchings;flows;Polygon Area;geometry;Distance Between Points
